climate,inequality,human rights,gender,lgbtq,european union,immigration,health,misinformation,hate speech
49,55,58,44,38,35,53,41,50,51
51,22,37,40,38,41,58,46,48,74
21,55,38,54,44,25,41,37,54,84
73,41,37,53,74,47,57,35,36,44
21,55,37,80,28,47,37,50,34,33
66,41,55,20,38,48,51,68,57,38
66,41,55,51,80,53,40,67,41,39
51,55,37,67,28,48,30,36,48,39
73,55,14,58,80,44,47,43,34,48
21,55,44,40,44,41,47,49,50,51
66,55,37,44,28,47,53,48,36,43
51,41,44,58,38,32,57,44,34,82
49,36,58,40,44,62,30,57,46,79
51,55,44,40,80,44,41,43,41,51
68,51,55,20,44,25,41,49,51,37
21,55,38,27,64,62,76,54,59,33
49,55,38,20,44,53,47,43,48,51
66,83,58,44,44,62,76,59,47,36
21,22,14,40,38,47,56,54,57,42
49,36,44,60,28,41,53,54,67,90
49,36,44,67,80,53,76,55,57,40
51,22,14,40,64,62,53,85,50,49
21,37,37,40,38,47,40,55,33,43
74,51,44,58,44,62,53,30,41,48
51,55,55,53,38,44,30,48,54,83
66,51,37,66,38,53,47,73,45,43
21,41,58,58,38,47,41,36,57,32
51,55,58,54,44,25,30,67,37,90
49,19,44,58,44,62,25,39,62,69
51,51,38,58,44,42,53,85,48,38
49,51,14,58,64,42,58,55,51,49
21,66,38,54,64,53,51,59,66,41
51,83,55,58,44,42,53,36,42,36
49,83,38,54,28,41,37,55,40,50
49,41,44,58,80,35,37,72,51,41
74,41,44,69,74,41,68,49,40,51
21,70,38,44,44,42,53,53,38,74
51,51,55,40,28,47,37,41,42,27
49,36,44,62,80,62,41,55,71,38
51,55,14,53,64,53,56,35,51,36
21,55,58,60,74,53,53,60,50,76
21,55,38,19,44,44,41,41,57,42
66,41,55,19,64,25,57,33,42,38
69,55,44,58,44,47,56,48,40,48
49,66,37,40,64,32,51,71,39,51
51,51,44,54,64,62,41,57,45,49
51,41,44,19,74,62,58,57,48,90
49,51,14,58,44,53,53,54,66,49
49,41,55,40,38,37,47,39,40,51
49,51,14,83,38,48,27,36,49,42
51,51,55,16,28,42,51,49,52,51
51,41,58,66,80,25,47,53,59,51
21,51,44,58,80,37,40,57,47,84
49,22,38,67,74,32,48,47,61,90
51,22,37,58,44,47,57,49,40,49
51,37,38,44,44,41,48,57,69,25
21,51,44,54,38,53,41,60,38,39
51,19,55,20,38,35,76,41,57,51
49,51,58,58,74,47,56,46,47,84
74,60,44,54,44,62,25,41,55,41
21,55,55,58,28,41,27,48,47,79
49,41,55,58,28,62,58,71,33,40
21,55,55,40,44,25,68,48,40,39
51,55,44,40,44,25,40,55,34,82
66,19,44,20,64,62,48,90,51,36
49,39,58,58,44,42,68,47,34,49
51,41,44,58,80,53,48,85,31,42
74,55,44,83,28,62,25,68,69,44
21,41,55,58,38,48,27,43,56,50
66,41,55,58,44,62,56,67,40,48
49,55,37,58,28,25,41,35,45,49
51,55,55,66,38,62,41,38,57,49
21,36,44,60,38,62,76,57,50,33
21,41,44,83,64,62,41,43,58,43
66,55,38,27,44,53,68,53,51,43
51,39,58,27,44,44,40,55,36,38
49,83,37,16,44,48,51,48,64,51
49,41,55,58,38,48,51,68,36,51
51,55,44,19,44,62,48,68,37,43
21,55,58,66,44,53,41,39,55,34
51,19,44,60,44,62,51,49,40,25
49,80,37,20,44,41,58,50,45,41
71,41,55,44,38,62,68,41,71,48
69,55,55,54,44,48,76,72,67,42
51,37,37,58,74,48,53,60,62,43
51,55,58,58,64,25,27,37,69,51
88,37,14,20,28,53,41,48,36,25
66,36,44,67,44,62,57,53,51,79
51,39,38,66,44,37,27,71,47,27
49,51,44,58,44,62,51,38,39,40
51,22,37,44,28,53,58,29,37,51
49,55,44,16,74,53,51,50,38,49
21,51,14,40,44,47,40,43,47,48
51,70,44,54,74,41,27,53,38,41
51,70,37,20,74,35,56,55,38,49
51,83,58,44,28,48,68,39,46,42
49,51,38,27,44,47,56,48,57,74
49,70,44,54,38,25,40,46,47,74
70,55,55,44,38,41,51,57,46,87
51,51,37,40,80,32,57,46,72,51
70,41,37,27,74,25,40,47,48,44
51,41,55,58,74,44,37,41,48,44
66,41,44,54,44,44,48,71,54,51
69,66,58,40,64,53,76,47,45,33
21,70,44,54,38,32,51,30,47,49
51,51,38,64,44,37,48,47,40,87
21,41,58,67,44,42,58,51,38,39
51,51,37,40,74,25,51,30,54,50
51,37,44,40,44,42,30,22,47,38
49,70,44,69,44,53,57,55,34,41
66,66,44,54,80,42,40,55,40,50
21,66,44,58,44,47,76,59,46,90
21,51,14,53,64,62,68,55,45,51
21,80,44,40,64,48,30,54,40,43
49,55,44,53,44,47,51,73,42,27
51,55,44,54,44,41,47,67,40,48
51,22,14,58,44,53,57,37,36,51
49,51,14,58,44,53,76,50,61,41
49,51,58,58,44,53,41,57,40,90
51,51,37,70,80,53,76,53,63,33
68,51,44,40,80,62,48,43,45,82
49,51,44,62,44,32,51,30,40,51
51,51,58,58,28,62,27,53,41,44
21,55,37,44,74,32,41,35,40,76
51,55,37,53,64,25,51,47,46,50
66,55,55,44,80,25,41,55,47,42
51,55,55,54,80,48,37,90,41,38
71,36,37,40,74,48,25,36,51,49
21,51,38,54,38,53,58,43,40,51
21,19,38,83,80,48,53,60,55,44
88,60,55,66,44,32,25,60,67,44
21,41,58,70,44,48,30,50,45,37
49,51,55,58,64,62,56,50,55,43
88,51,14,40,28,47,47,67,51,36
51,51,37,40,44,44,58,71,40,38
49,70,58,40,38,32,76,48,40,87
51,41,14,64,38,53,56,54,40,51
51,60,38,40,28,41,53,48,66,51
88,80,58,70,38,62,41,40,50,41
49,39,44,70,44,41,76,46,68,51
49,80,44,20,38,53,40,36,50,38
51,66,38,40,28,48,30,64,57,49
66,51,44,16,28,62,56,50,40,84
21,55,44,83,38,48,58,73,49,36
21,60,14,54,44,53,40,43,69,90
69,36,58,20,74,32,76,53,50,42
49,80,58,58,44,62,25,60,45,44
51,36,58,16,38,48,41,45,50,49
49,70,55,16,80,48,41,48,47,49
49,51,44,69,44,37,56,60,36,51
71,41,55,40,74,53,40,59,66,82
49,41,38,58,64,48,58,73,40,42
51,51,58,58,44,62,41,41,51,51
71,51,58,40,44,62,41,38,59,51
49,55,58,19,74,48,27,33,47,51
49,39,58,44,28,62,25,44,40,50
21,41,58,69,38,53,53,47,38,87
88,41,14,58,38,53,27,49,63,82
51,37,38,40,28,32,51,55,41,48
68,41,38,58,80,25,37,60,58,44
21,55,44,27,80,44,76,55,40,82
49,39,44,60,44,48,47,64,42,51
69,41,14,40,38,53,47,53,67,38
21,39,58,58,44,53,40,53,63,62
49,41,58,20,80,42,53,35,40,51
71,55,44,44,38,47,53,67,36,51
49,80,44,58,44,53,47,44,51,90
21,41,55,58,44,62,30,45,52,49
49,55,58,69,44,35,48,54,50,83
49,41,55,20,44,53,25,50,47,49
21,39,14,40,28,35,51,44,47,38
49,70,44,54,38,48,27,53,51,36
51,55,14,54,38,44,51,55,47,44
49,60,44,19,74,44,41,47,56,49
71,19,14,40,74,53,51,53,45,41
21,55,44,20,28,53,40,40,47,49
49,60,55,66,74,62,53,38,51,50
73,41,44,53,80,62,41,30,40,87
51,70,55,58,28,47,48,48,40,51
21,37,58,64,44,53,47,54,34,90
69,55,14,58,80,53,41,40,66,41
66,55,44,16,44,48,27,49,47,38
21,36,44,58,44,47,40,55,42,49
49,83,58,54,74,62,76,43,47,51
21,36,55,58,28,42,68,71,40,50
21,22,37,83,44,53,53,57,67,42
49,51,44,16,28,47,57,55,38,50
66,51,14,27,28,35,41,33,51,50
51,83,38,44,80,37,68,48,47,84
70,55,14,54,38,35,41,53,40,49
21,51,38,60,80,53,47,41,34,44
88,51,14,51,64,47,76,43,76,38
73,51,14,27,64,53,41,57,34,90
21,66,44,19,44,37,37,44,42,36
21,83,44,58,64,48,53,44,47,49
21,39,44,58,28,47,58,68,38,25
21,36,44,19,44,53,41,68,31,44
21,55,44,80,44,41,76,41,50,44
21,37,44,51,44,25,25,54,40,49
21,51,55,66,44,32,25,43,42,51
49,51,58,62,44,53,68,60,50,51
69,55,58,20,44,32,51,60,51,41
51,37,14,16,28,53,76,38,22,51
49,55,14,44,44,47,37,27,59,42
70,36,58,54,80,47,25,43,58,82
21,70,44,40,44,48,25,49,61,87
49,41,14,44,38,37,47,49,31,35
74,51,37,58,44,35,40,49,51,51
66,51,58,27,44,62,41,46,52,43
21,51,38,58,44,44,76,64,67,62
21,41,44,62,74,62,51,55,41,49
21,51,58,20,80,62,27,50,55,42
51,37,14,60,80,53,58,43,36,35
21,41,58,40,44,53,27,44,42,42
21,41,44,58,44,47,48,27,51,42
51,51,44,20,38,41,40,35,22,82
49,66,44,16,38,32,57,57,42,39
71,66,44,58,64,53,40,49,48,51
51,51,44,40,44,37,47,46,37,90
51,51,44,51,44,25,47,49,61,44
51,51,44,51,38,47,48,30,41,34
51,41,58,58,44,53,76,43,42,50
51,19,58,54,38,53,51,50,55,87
66,55,55,54,64,53,76,57,40,49
49,51,38,54,74,32,48,53,46,36
49,19,38,54,44,53,76,59,34,37
88,70,44,44,38,35,30,47,40,34
49,51,44,54,74,25,51,53,59,38
51,41,14,58,74,25,58,60,42,34
49,55,58,20,44,48,25,59,36,41
51,55,55,19,80,32,57,55,57,83
51,55,44,54,74,48,76,38,34,69
21,51,44,16,80,37,76,59,62,44
51,39,44,16,44,32,48,36,47,44
66,51,37,60,64,48,40,41,34,40
51,19,58,19,80,32,48,40,59,62
70,70,14,70,74,48,51,85,36,49
70,51,37,62,38,48,68,44,47,38
51,83,55,40,64,53,68,43,42,49
21,66,44,40,44,35,68,53,46,79
71,51,44,40,44,41,47,53,36,34
21,55,38,16,74,62,76,53,51,82
21,51,58,44,44,53,53,71,42,48
49,41,44,27,44,62,56,48,47,49
73,41,44,51,38,48,53,36,58,40
73,41,44,54,74,48,57,55,66,51
49,66,44,20,38,35,58,59,57,44
21,83,38,44,64,62,25,50,54,48
49,55,58,58,38,47,27,29,42,49
51,19,44,54,44,44,56,50,33,48
71,41,14,58,28,41,58,48,52,36
49,51,44,58,74,32,51,44,40,36
49,41,44,53,44,25,40,36,51,90
21,55,38,67,80,44,68,73,34,49
49,55,38,54,44,41,47,41,66,84
51,36,44,16,64,35,48,41,50,84
51,55,44,58,28,62,48,85,66,84
21,55,14,40,44,37,27,72,46,74
49,41,58,54,44,44,58,60,62,49
71,66,55,40,38,48,27,43,40,51
73,70,37,51,44,48,51,49,47,50
73,41,44,20,74,42,47,85,55,51
49,55,58,20,38,42,40,49,47,82
51,37,14,67,38,48,40,36,66,33
49,60,58,40,74,42,76,72,42,38
73,55,55,27,44,53,51,48,69,49
49,41,38,67,80,53,40,46,66,49
49,60,14,58,44,48,41,40,45,49
21,55,44,66,74,37,51,27,36,38
21,51,14,54,38,42,53,50,47,43
51,22,14,44,74,35,40,49,51,87
70,41,44,54,64,44,40,38,51,34
21,70,37,40,80,53,25,43,42,25
66,66,55,53,38,25,41,57,56,48
71,55,44,51,44,53,51,53,45,62
51,55,37,54,74,44,56,45,57,84
21,51,55,53,74,53,41,48,51,37
21,55,55,58,28,48,53,57,46,41
49,41,37,44,44,37,47,50,61,50
51,41,37,60,64,62,47,50,41,51
73,22,55,58,38,35,25,38,51,38
21,41,14,58,28,53,48,38,41,42
69,39,38,54,44,47,41,55,66,48
51,55,44,58,80,44,27,41,40,40
49,60,44,40,38,44,41,49,45,49
51,41,38,40,38,53,53,67,51,41
66,41,55,40,28,47,41,48,42,44
21,55,58,58,28,44,37,71,41,76
21,55,44,58,28,25,25,41,52,49
21,22,38,51,74,35,25,71,40,33
73,19,14,53,28,44,58,55,51,38
49,22,55,83,38,53,56,39,56,70
49,19,55,40,74,44,25,57,66,49
49,19,44,20,44,48,76,22,40,37
49,41,44,54,38,62,40,53,50,48
21,66,44,44,74,53,57,46,54,50
70,22,55,60,44,48,57,38,55,40
21,51,55,53,80,53,57,49,57,27
49,41,37,54,44,37,68,64,45,44
74,55,44,51,74,42,40,55,55,36
49,60,55,27,44,37,37,50,36,90
88,66,38,60,28,53,48,47,57,49
49,70,14,54,74,44,48,57,40,40
51,36,44,83,80,25,56,53,55,36
49,51,44,40,44,53,48,48,38,38
88,41,55,58,44,44,41,59,61,41
51,55,14,58,38,53,41,50,48,51
49,36,37,67,44,32,51,73,72,49
21,60,44,40,44,62,37,50,47,51
21,41,44,19,74,53,47,44,45,82
49,41,44,66,44,62,53,55,69,32
51,70,44,58,38,48,47,55,51,43
49,37,38,40,44,53,47,55,40,35
49,55,55,80,44,53,56,39,55,48
51,51,55,51,64,44,40,60,38,50
21,55,37,19,38,53,48,60,55,34
21,37,55,40,64,42,41,54,62,25
49,19,44,44,44,47,53,35,58,38
49,80,44,16,64,25,40,53,42,49
51,55,58,27,44,44,56,73,36,51
21,55,58,44,74,47,76,49,50,35
21,51,37,54,44,25,51,55,50,49
66,51,55,54,74,25,47,46,42,25
49,55,44,64,80,53,40,71,40,49
51,41,14,44,38,37,51,47,57,49
49,37,55,58,74,25,68,50,51,49
51,51,44,66,80,53,41,38,73,90
69,37,14,54,64,53,25,50,42,84
51,51,44,16,64,41,57,38,48,51
21,39,55,58,80,53,56,57,83,33
49,51,44,40,44,53,30,36,57,32
21,55,37,40,28,62,68,60,33,50
49,51,44,40,28,53,57,41,57,39
21,66,37,27,38,48,48,64,51,42
21,51,55,40,28,53,37,68,56,62
68,83,55,20,44,48,56,67,59,38
51,55,38,53,28,42,58,67,34,38
51,51,55,54,44,53,51,53,55,87
49,55,55,40,38,44,58,38,38,87
49,55,55,54,38,62,68,48,69,51
49,41,44,51,44,53,68,55,57,36
74,51,44,83,28,53,25,57,72,51
73,83,58,20,64,35,37,45,36,49
49,80,44,19,28,62,57,53,69,38
49,55,55,44,80,62,68,41,42,84
66,55,44,58,44,62,40,71,31,70
51,41,55,69,44,41,27,53,40,51
51,36,38,51,28,41,41,44,52,49
49,60,37,67,44,48,30,59,50,40
51,19,55,20,38,42,68,43,62,49
51,60,14,16,28,62,76,53,66,42
66,51,38,54,28,41,27,48,33,87
49,51,44,58,44,44,25,55,41,38
49,60,44,44,64,53,40,50,38,42
49,39,44,27,64,47,56,57,48,51
73,55,14,54,80,41,76,41,33,87
49,70,44,40,80,48,30,64,52,42
70,19,14,58,74,48,40,85,56,50
49,41,44,69,44,53,40,55,55,44
49,41,44,40,38,62,56,35,51,50
71,39,14,80,38,41,30,43,57,50
49,55,14,58,80,41,53,53,48,49
73,51,14,20,28,48,48,39,66,25
51,55,58,40,44,53,51,47,57,39
66,55,55,40,28,25,56,49,37,48
74,51,58,20,80,48,40,47,50,38
21,41,14,40,28,37,57,37,46,42
73,41,14,40,38,62,51,27,66,51
21,80,37,40,44,48,47,54,76,44
74,19,38,40,28,48,48,51,34,49
49,22,44,83,80,47,47,46,63,40
49,55,44,60,44,62,41,59,22,49
49,66,38,58,44,48,58,55,34,49
49,51,58,58,44,32,37,27,50,51
49,41,44,58,44,47,76,55,40,35
21,70,14,16,74,62,58,57,80,42
49,66,44,58,44,62,41,40,57,49
49,55,44,58,28,47,76,50,37,44
21,55,44,54,44,48,30,55,38,41
49,37,58,40,74,53,56,48,31,32
49,41,58,44,80,48,37,54,55,50
68,19,55,54,38,62,47,81,57,37
88,51,55,54,28,32,53,50,67,49
73,51,38,53,38,44,53,44,42,44
21,51,55,53,38,53,40,55,57,44
21,37,44,66,80,48,56,35,34,36
49,55,38,54,80,44,68,47,51,51
51,66,14,27,44,53,57,48,55,62
49,51,38,58,80,35,68,43,67,36
49,39,55,54,44,48,53,54,70,43
49,36,58,53,44,62,53,37,54,74
51,51,38,54,44,47,68,22,47,44
49,83,58,58,44,48,76,47,38,43
49,80,44,20,28,32,76,50,47,90
21,55,44,40,44,32,53,47,40,50
51,51,37,16,80,47,40,60,40,39
51,55,44,69,38,25,40,49,47,49
21,55,55,67,28,42,41,45,48,82
51,36,55,80,64,53,40,53,40,43
69,55,44,53,74,41,25,44,73,44
88,41,44,54,44,41,40,81,34,50
49,66,44,58,44,44,76,54,33,42
70,36,44,54,64,48,48,90,51,42
21,51,55,67,44,48,25,53,51,48
71,55,38,64,38,53,41,43,51,50
66,70,55,58,44,53,57,55,47,79
21,41,58,20,38,41,51,34,42,51
74,66,38,20,38,42,51,47,56,40
51,51,44,40,38,48,25,44,33,51
21,66,44,58,64,44,51,55,47,41
68,83,37,58,28,41,58,36,33,49
51,51,44,53,38,25,53,54,42,40
88,80,44,66,74,48,37,57,47,41
66,41,14,19,38,41,51,55,38,35
49,51,58,40,38,62,41,44,38,84
51,55,14,40,44,48,53,55,51,41
21,51,58,19,38,42,27,60,42,34
88,55,58,16,80,37,68,40,57,48
21,70,44,44,44,53,76,51,62,33
49,51,55,40,44,53,48,49,64,36
51,41,38,40,64,62,40,36,51,44
51,41,37,58,28,53,47,60,64,38
21,51,44,40,64,41,41,51,47,30
49,39,38,58,64,48,53,35,69,82
49,37,44,58,44,41,47,47,31,51
69,80,38,54,64,62,37,50,40,32
21,41,55,60,64,53,53,47,55,38
73,41,55,67,44,53,40,72,38,51
49,83,58,40,74,48,41,43,45,84
21,80,38,40,44,62,25,29,58,43
73,55,58,16,44,41,40,47,57,42
71,39,38,54,74,53,40,48,45,49
21,60,58,16,44,48,47,55,41,30
21,51,38,20,80,41,41,57,40,90
21,80,58,58,28,53,47,73,47,27
49,80,14,70,44,53,68,59,33,51
66,51,37,53,44,62,48,49,51,42
49,80,44,51,28,37,57,38,55,33
70,55,44,70,64,62,58,55,40,51
66,19,38,83,64,53,58,72,45,49
51,36,37,64,44,37,47,71,56,38
49,51,58,54,44,42,40,48,38,81
51,55,58,27,64,37,41,55,66,49
51,41,55,54,44,48,27,55,50,69
21,51,38,66,28,37,56,43,58,49
49,51,44,40,80,42,56,44,51,41
51,55,44,40,44,53,56,33,47,50
21,55,38,54,28,62,40,60,63,49
68,55,37,54,38,42,40,46,34,51
88,51,58,27,64,37,37,53,62,51
49,41,37,40,44,53,25,50,55,69
88,55,58,58,74,62,53,35,41,37
51,41,37,40,44,41,47,41,22,49
21,22,44,54,44,53,53,54,36,25
73,41,14,58,44,53,48,29,57,44
21,51,55,19,64,48,76,55,38,51
51,36,14,80,44,62,30,55,69,41
49,41,44,69,44,53,41,41,36,84
49,83,58,66,64,47,68,57,63,44
51,51,37,44,28,25,30,90,48,30
51,22,44,58,38,47,48,49,50,48
49,66,44,27,38,53,47,49,50,44
21,60,55,58,38,48,40,55,41,44
51,51,44,20,28,37,48,54,38,37
71,55,44,58,28,37,48,85,36,49
73,37,44,66,44,47,25,40,36,51
73,39,44,53,80,53,51,43,47,44
49,66,55,16,44,62,41,38,48,74
49,39,38,16,44,41,47,73,66,79
49,55,14,58,44,32,48,41,37,51
49,41,58,54,28,48,41,22,37,49
51,51,44,20,44,48,40,37,64,76
49,22,14,53,80,47,57,55,56,49
21,83,55,16,38,41,51,54,61,35
21,51,44,58,64,47,47,43,38,38
73,51,55,40,80,37,68,57,47,41
49,60,14,19,38,44,41,44,54,49
21,22,55,16,28,48,56,55,50,27
68,60,37,58,74,62,68,53,34,51
51,55,14,40,44,53,68,49,40,49
70,41,44,67,74,41,68,64,50,51
21,60,44,20,38,62,40,36,62,42
21,51,44,66,44,41,47,68,46,40
49,41,44,58,44,32,30,60,48,49
49,83,37,58,44,62,51,54,76,51
49,41,37,20,28,48,57,67,33,48
51,41,38,53,38,62,48,60,51,87
51,80,38,40,44,41,48,48,40,38
51,22,14,54,44,42,40,37,42,51
49,55,38,44,44,32,47,49,50,51
66,41,14,58,74,53,68,36,67,40
68,55,58,64,74,62,48,51,71,83
74,83,44,40,28,48,25,35,56,49
21,36,44,80,38,48,41,90,42,34
73,36,14,58,44,62,40,71,47,44
88,55,55,40,80,62,58,60,50,51
69,51,44,54,44,48,68,55,47,62
21,60,55,58,28,41,47,38,45,50
21,41,55,40,28,35,30,34,48,43
51,51,44,53,44,62,57,36,46,50
21,51,58,58,44,48,53,47,34,74
51,55,58,80,44,53,40,43,67,42
21,83,44,51,44,48,58,53,47,49
51,55,58,58,80,48,48,71,46,48
51,60,55,53,38,48,48,60,40,90
21,22,55,54,38,48,47,41,48,38
21,51,44,51,28,48,56,53,66,44
51,70,44,54,38,62,68,29,34,49
51,37,55,58,44,62,68,55,38,48
51,70,44,19,38,32,68,55,34,51
21,51,58,80,44,41,41,44,40,69
49,36,44,70,38,62,57,44,34,42
68,37,44,58,38,25,53,49,51,51
70,51,37,20,28,47,30,29,34,90
49,51,58,58,28,41,41,57,61,81
51,39,58,58,74,47,68,50,42,90
74,41,44,54,28,62,27,43,51,43
21,70,38,69,28,62,68,39,40,34
49,80,44,16,64,62,40,68,50,82
51,60,38,44,44,48,48,57,42,44
88,80,55,80,64,35,58,38,56,44
21,41,55,51,44,35,41,33,69,49
21,55,55,27,38,53,76,47,47,84
21,55,55,67,44,62,53,41,50,51
51,37,14,19,64,47,53,53,73,51
51,41,14,40,44,48,47,90,73,51
51,80,14,54,44,53,76,35,58,27
88,41,44,27,44,48,51,81,33,82
21,41,55,70,80,62,56,22,57,36
21,22,44,44,38,42,68,59,42,33
21,51,14,58,44,53,41,59,62,36
51,41,37,40,80,25,58,33,51,41
21,83,44,20,38,47,58,90,33,48
21,41,58,16,74,53,56,53,38,42
51,51,44,44,80,62,40,54,51,43
51,60,55,64,80,42,53,48,34,62
49,51,14,54,44,53,68,57,41,82
66,41,14,19,44,35,68,39,57,76
49,60,38,20,44,48,76,55,51,51
49,55,55,69,38,48,48,81,40,87
21,22,44,62,38,48,56,54,69,38
68,83,14,44,38,25,47,90,47,51
51,55,55,27,64,41,48,59,57,36
73,22,44,19,44,41,47,37,45,38
66,19,38,40,80,53,58,49,59,50
49,55,37,58,74,41,57,71,47,51
51,55,58,53,44,53,25,55,46,49
49,36,58,27,38,48,30,39,69,49
21,41,55,44,44,42,68,60,34,41
51,55,37,53,80,62,41,50,47,42
49,39,38,40,80,48,47,55,59,33
49,39,37,44,64,47,48,72,45,35
70,41,38,58,80,53,57,38,47,50
70,41,55,16,28,53,48,44,31,90
49,22,44,58,44,48,25,53,55,41
73,60,58,40,74,44,76,81,55,69
68,51,14,60,64,53,30,85,55,49
51,51,44,40,28,42,56,85,34,33
21,66,58,51,44,41,57,49,52,51
21,55,44,70,44,62,41,53,52,51
21,51,44,53,44,37,40,54,51,38
49,55,38,58,28,62,51,54,72,51
49,41,14,60,80,62,25,67,36,48
49,22,58,40,64,53,25,49,38,50
88,51,38,70,44,42,48,22,57,42
21,41,37,54,80,62,68,43,42,49
21,66,14,44,44,53,53,57,64,38
68,22,44,60,44,62,27,54,50,30
69,51,55,54,64,48,68,46,67,37
49,36,44,40,44,48,68,64,50,51
49,37,37,54,64,47,37,55,51,50
88,41,44,40,44,62,68,59,38,38
51,51,44,27,44,42,53,48,34,51
49,41,44,58,44,44,51,45,40,50
66,80,58,60,80,44,76,72,40,27
49,41,55,53,44,41,53,60,42,82
21,55,55,44,74,48,76,59,37,27
21,80,14,83,80,62,48,49,57,48
51,55,14,40,74,35,41,44,55,40
49,60,44,58,44,48,48,68,45,38
21,55,14,58,38,42,47,54,47,36
66,70,58,69,44,44,68,40,40,51
51,51,44,44,38,62,37,49,38,41
49,83,55,54,38,47,68,53,45,48
66,51,37,60,74,35,57,35,80,74
66,55,44,58,80,48,58,49,33,82
21,22,38,62,28,53,76,40,40,41
51,60,44,58,28,48,40,68,41,49
21,41,14,58,44,47,48,44,47,36
49,51,55,58,64,62,27,48,68,43
21,51,38,58,44,62,47,36,41,82
21,51,55,44,38,41,27,49,42,44
49,83,38,60,38,42,41,64,50,51
51,41,55,58,80,62,56,81,59,79
21,51,44,19,38,62,47,53,66,34
49,83,14,66,38,42,56,57,49,51
74,55,55,40,64,62,37,48,71,84
69,70,55,83,28,62,53,38,48,50
88,66,44,67,80,35,53,59,57,82
49,19,38,51,80,48,51,35,66,27
21,22,44,16,38,48,40,22,51,84
51,83,44,58,38,53,41,44,47,48
49,55,37,20,44,53,40,40,40,41
70,41,58,19,44,62,76,43,57,48
51,19,58,53,38,47,53,53,67,33
51,22,55,58,38,48,58,55,51,44
49,55,37,19,44,62,27,43,55,51
51,55,55,27,44,53,40,59,48,49
49,70,44,83,28,48,57,54,72,37
88,36,14,40,28,32,51,59,51,51
51,41,37,58,44,53,25,57,51,48
49,37,58,54,44,35,76,41,40,49
21,80,37,64,44,62,68,81,38,79
49,41,14,27,74,47,68,68,73,50
71,51,44,54,38,37,51,90,52,49
73,41,37,40,44,42,47,47,41,49
51,51,44,51,44,47,37,43,45,41
51,41,44,19,38,53,51,43,45,40
51,19,38,19,28,53,58,50,38,82
51,22,58,58,74,48,41,22,37,49
49,41,44,58,44,35,48,41,61,51
49,22,58,40,38,62,56,54,50,38
49,51,44,16,44,53,25,44,37,74
21,55,55,19,38,62,47,47,36,76
70,70,55,40,44,37,40,57,58,48
49,55,37,58,44,35,68,50,58,76
21,55,58,54,64,48,47,47,57,38
21,41,44,44,38,53,47,57,48,44
21,55,44,54,44,25,41,68,40,51
49,55,58,40,44,48,47,41,63,51
51,55,38,40,28,37,41,35,56,76
51,41,44,58,44,53,48,29,59,48
21,51,37,54,80,44,37,55,46,51
21,83,44,58,80,47,68,49,42,50
21,51,58,27,38,41,68,85,50,83
66,41,55,66,28,62,58,54,67,25
74,55,58,69,44,32,48,43,62,51
49,19,38,66,38,62,40,72,67,82
51,36,55,19,44,53,51,73,69,51
51,55,44,20,44,42,53,48,36,50
21,41,58,40,44,62,41,54,42,49
49,19,37,58,74,48,47,55,47,51
66,19,55,16,44,62,76,48,48,70
51,41,44,40,64,35,76,55,51,49
51,55,44,44,28,44,47,53,71,51
51,70,38,27,74,62,48,47,67,51
70,66,14,54,38,48,76,37,37,42
66,19,38,19,80,48,27,29,38,50
88,51,58,54,64,47,40,48,51,51
51,51,44,54,38,53,76,50,42,49
68,22,14,58,28,62,48,44,72,62
71,60,38,40,38,42,56,50,41,42
71,55,55,16,44,53,30,50,55,49
69,51,58,44,44,25,58,39,50,50
49,60,38,16,28,35,47,81,76,42
66,41,44,66,80,42,40,57,66,49
70,83,37,66,74,47,47,50,40,49
51,37,44,40,44,62,30,55,40,44
69,66,14,58,74,53,56,43,66,77
21,19,14,58,64,41,30,72,47,49
49,66,37,60,80,44,57,36,36,49
21,83,55,58,44,62,58,53,22,33
49,80,37,19,74,47,76,55,38,62
51,41,58,27,44,44,68,48,66,51
51,39,44,19,74,53,47,53,34,41
21,80,58,66,44,32,56,53,38,51
21,66,55,27,28,37,76,57,83,51
66,83,14,58,80,53,68,73,34,49
21,83,44,40,28,62,40,44,48,49
49,55,58,58,64,62,58,55,50,76
51,55,55,58,44,37,58,57,38,79
51,51,37,67,44,25,48,81,46,84
49,60,38,70,38,62,41,50,40,48
49,66,44,44,80,37,53,57,36,35
51,51,44,58,44,53,41,43,33,48
49,55,55,19,38,32,48,47,40,50
73,41,55,44,44,37,40,36,51,44
51,55,44,80,44,44,25,40,56,84
21,66,37,53,44,32,41,38,62,37
51,41,44,67,44,53,76,54,47,50
51,19,14,58,80,25,48,60,34,51
21,39,55,16,44,48,48,30,69,90
21,39,38,40,80,41,48,55,40,42
21,39,55,27,44,48,68,64,40,90
21,51,38,58,44,25,76,33,40,30
51,41,44,53,28,47,56,44,38,87
49,37,38,70,44,62,57,55,48,51
21,55,55,54,28,48,51,54,41,38
21,41,38,53,44,53,47,36,45,49
21,55,44,16,64,41,58,90,46,41
69,41,58,58,44,62,41,33,56,51
21,55,14,20,80,62,53,45,45,51
51,41,44,60,38,62,76,27,31,41
66,55,58,53,44,44,37,41,34,38
70,70,58,54,80,53,53,49,63,38
21,41,44,40,44,47,76,29,48,49
21,80,44,58,74,53,53,55,51,51
71,36,55,54,28,53,41,59,33,38
